Engine,No. of Cylinders,Valves Per Cylinder,Valve Configuration,Fuel Supply System,Fuel Type,Engine Type,Emission Norm Compliance,Kerb Weight,Drive Type,Transmission,Power
1956 cc,4.0,4.0,DOHC,CRDI,Diesel,2.0-Litre 4-Cyl Multijet,BS VI,1537 s kg,4X2,Manual,170 bhp
1197 cc,4.0,4.0,,,Petrol,,,895 kg,,Manual,
1197 cc,4.0,4.0,,,Petrol,1.2 l Kappa petrol,BS VI,1105 kg,,Manual,81.80 bhp
1498 cc,4.0,4.0,SOHC,Direct Injection,Diesel,TDCi Diesel Engine,BS IV,1280 kg,FWD,Manual,98.96 bhp
999 cc,3.0,4.0,DOHC,MPFi,Petrol,Petrol Engine,,690 kg,FWD,Manual,67 bhp
1591 cc,4.0,4.0,DOHC,MPFI,Petrol,VTVT Petrol Engine,BS VI,1300 kg,FWD,Manual,121.3 bhp
1461 cc,4.0,4.0,DOHC,CRDi,Diesel,K9K Diesel Engine,BS IV,1390 kg,FWD,Manual,108.5 bhp
2179 cc,4.0,4.0,DOHC,Direct Injection,Diesel,mHawk Diesel Engine,BS IV,1940 kg,FWD,Manual,140 bhp
1364 cc,4.0,4.0,,,Diesel,,,920 kg,,Manual,
1086 cc,3.0,4.0,SOHC,MPFI+CNG,CNG,Bifuel Engine,BSIV,845 kg,FWD,Manual,62.1 bhp
999 cc,3.0,4.0,DOHC,MPFi,Petrol,1.0L Petrol Engine,BS IV,730 kg,2WD,Manual,67 bhp
1197 cc,4.0,4.0,DOHC,MPFI,Petrol,In-Line Engine,Bharat Stage III,1010 kg,,Manual,
1353 cc,4.0,4.0,DOHC,GDi,Petrol,1.4 L Turbo GDi Petrol,BS VI,1465 kg,,Automatic,138.12 bhp
1086 cc,4.0,3.0,SOHC,MPFI,Petrol,1.1 L Petrol,BS VI,1070 kg,FWD,Automatic,68.05 bhp
1493 cc,3.0,2.0,,CRDi,Diesel,mHawk 100 Diesel Engine,,1725 kg,RWD,Manual,100 bhp
1199 cc,4.0,4.0,SOHC,,Petrol,1.2 i-VTEC,BS VI,1063 kg,,Manual,88.50 bhp
1499 cc,4.0,4.0,,Ti-VCT,Petrol,1.5 L TiVCT,BS IV,1117 kg,2wd,Manual,
1999 cc,4.0,4.0,DOHC,MPFI,Petrol,Nu 2.0 MPi Petrol Engine,,1240 kg,FWD,Manual,149.92 bhp
1197 cc,3.0,4.0,,MPFi,Petrol,TCMPFi,BS VI 2.0,,FWD,Automatic,108.62 bhp
1493 cc,4.0,4.0,DOHC,CRDi,Diesel,1.5 L U2 CRDi Diesel,BS VI 2.0,1430 kg,2WD,Manual,113.98 bhp
1498 cc,4.0,4.0,DOHC,MPFI,Petrol,H4K Petrol Engine,,1110 kg,FWD,Manual,104.5 bhp
1591 cc,4.0,4.0,DOHC,MPFI,Petrol,VTVT Petrol Engine,BSIV,1198 kg,FWD,Manual,121.3 bhp
1199 cc,3.0,4.0,,,Petrol,1.2L Revotron,BS VI 2.0,,FWD,Automatic,85 bhp
1199 cc,3.0,4.0,,,Petrol,1.2 L Revotron,BS VI,,,Manual,84.82 bhp
999 cc,3.0,4.0,DOHC,MPFi,Petrol,Petrol Engine,,750 kg,FWD,Automatic,67 bhp
,,,,,Electric,,ZEV,1235 kg,,Automatic,73.75 bhp
2179 cc,4.0,4.0,DOHC,CRDi,Diesel,mHawk Diesel Engine,BS IV,1645 kg,RWD,Manual,120 bhp
2179 cc,4.0,4.0,,CRDi,Diesel,In-Line Engine,BS III,1940 kg,2 WD,Manual,120 bhp
2523 cc,4.0,4.0,,,Diesel,m2DiCR Engine,BS III,1870 kg,FWD,Manual,75 bhp
1462 cc,4.0,4.0,,,CNG,K15C,BS VI,1250-1255 kg,2WD,Manual,86.63 bhp
2982 cc,4.0,4.0,DOHC,CRDi,Diesel,D-4D Diesel Engine,BS IV,2000 kg,4WD,Automatic,168.5 bhp
1199 cc,3.0,4.0,,,CNG,1.2 L i-CNG,BS VI,1030 kg,,Manual,72 bhp
1199 cc,3.0,4.0,,,CNG,1.2 L i-CNG,BS VI,,,Manual,72 bhp
2499 cc,4.0,0.0,,,Diesel,In-Line Engine,Bharat Stage III,"1,585 kg",2WD,Manual,
2179 cc,4.0,4.0,DOHC,CRDi,Diesel,VTT VARICOR Diesel Engine,BS IV,1570 kg,RWD,Manual,153.86 bhp
,,,,,Electric,,ZEV,1400 kg,,Automatic,127 bhp
2179 cc,4.0,4.0,DOHC,Direct Injection Common Rail,Diesel,VTT VariCOR Diesel Engine,BS IV,2000 kg,FWD,Manual,138.1 bhp
1997 cc,4.0,4.0,,,Petrol,mStallion 150 TGDi Engine,BS VI,1825 kg,4X4,Automatic,150 bhp
1995 cc,4.0,4.0,DOHC,CRDi,Diesel,Diesel Engine,,1500 kg,RWD,Automatic,184 bhp
1984 cc,4.0,4.0,,TSI,Petrol,2.0L Turbocharged Petrol,BS VI 2.0,1579 kg,FWD,Automatic,187.74 bhp
1197 cc,4.0,4.0,,,Petrol,1.2 l Kappa dual petrol,BS VI,1070 kg,,Manual,81.86 bhp
1995 cc,4.0,4.0,,CRDi,Diesel,Diesel Engine,Euro IV,"1,615 kg",RWD,Automatic,218 bhp
1197 cc,4.0,4.0,,,Petrol,1.2 Kappa petrol,BS VI,1100 kg,,Manual,81.86 bhp
1798 cc,4.0,4.0,DOHC,Direct Injection,Petrol,Turbocharged Petrol Engin,BS IV,1533 kg,FWD,Manual,157.8 bhp
1047 cc,3.0,4.0,DOHC,CRDi,Diesel,Revotorq Engine,BS IV,1080 kg,FWD,Manual,69 bhp
796 cc,3.0,4.0,DOHC,MPFi,Petrol,F8D Petrol Engine,BS IV,720 kg,FWD,Manual,47.3 bhp
998 cc,3.0,4.0,DOHC,MPFi,Petrol,K10B Engine,BS IV,825 kg,FWD,Manual,67.04 bhp
1248 cc,4.0,4.0,DOHC,CRDI,Diesel,D13A SHVS Engine,BS IV,1260 kg,FWD,Manual,88.5 bhp
1197 cc,3.0,4.0,,,Petrol,Z12E,BS VI 2.0,920 kg,FWD,Manual,80.46 bhp
1498 cc,4.0,4.0,DOHC,,Petrol,water cooled inline 4 cylinder,BS VI,1280 kg,,Automatic,96.55 bhp
999 cc,3.0,4.0,,,Petrol,1.0L TSI,BS VI 2.0,1210 kg,FWD,Manual,113.98 bhp
999 cc,3.0,4.0,,,Petrol,1.0L TSI,BS VI 2.0,1188 kg,FWD,Manual,113.98 bhp
999 cc,4.0,4.0,SOHC,TSI,Petrol,TSI Petrol Engine,BS VI,1175 kg,FWD,Automatic,108.62 bhp
1197 cc,4.0,4.0,,,Petrol,1.2 Kappa petrol,BS VI,1100 kg,,Automatic,81.86 bhp
1198 cc,3.0,4.0,,MPFI,Petrol,mFALCON G80,BS VI,1170 kg,2WD,Manual,82 bhp
1493 cc,4.0,4.0,,CRDi,Diesel,CRDi VGT,BS VI 2.0,,FWD,Automatic,114.41 bhp
1997 cc,4.0,4.0,,CRDi,Diesel,R 2.0 Diesel,BS VI,1745 kg,2WD,Automatic,183.72 bhp
2393 cc,4.0,4.0,,,Diesel,,BS VI 2.0,,,Manual,147.51 bhp
1493 cc,4.0,4.0,DOHC,Common rail direct injection,Diesel,1.5 l diesel CRDi engine,BS VI,1770 kg,,Automatic,113.42 bhp
1498 cc,4.0,4.0,,,Petrol,1.5L TSI EVO with ACT,BS VI 2.0,1269 kg,FWD,Automatic,147.51 bhp
1498 cc,4.0,4.0,DOHC,CRDi,Diesel,i-DTEC Diesel Engine,BS VI,1029 kg,FWD,Manual,98.63 bhp
1194 cc,3.0,4.0,DOHC,MPFI,Petrol,1.2 litre Petrol Engine,BS VI,1026-1044 kg,FWD,Manual,94.93 bhp
1373 cc,4.0,4.0,DOHC,MPFI,Petrol,k14B VVT Engine,BS IV,1010 kg,FWD,Automatic,91.1 bhp
1197 cc,4.0,4.0,DOHC,,CNG,1.2 Kapa dual VTVT bi-fuel,BS VI,1220 kg,,Manual,65.39 bhp
1997 cc,4.0,4.0,,,Petrol,,,1527 kg,,Manual,
1199 cc,3.0,4.0,DOHC,MPFi,Petrol,Revotron Engine,,1052 kg,FWD,Manual,84 bhp
1498 cc,4.0,4.0,SOHC,Direct Injection,Diesel,TDCi Diesel Engine,BS VI,1309 kg,FWD,Manual,98.96 bhp
1198 cc,4.0,4.0,SOHC,,Petrol,i-VTEC Petrol Engine,BS IV,940 kg,FWD,Manual,86.7 bhp
1197 cc,4.0,4.0,DOHC,MPFI,Petrol,K Series VVT Engine,BS IV,965 kg,FWD,Manual,83.14 bhp
999 cc,3.0,4.0,,,Petrol,1.0 SCe,BS VI,699 kg,,Manual,67.06 bhp
1497 cc,4.0,2.0,iDSI,PGM-FI (Programmed Fuel Injection),Petrol,In-Line Engine,Bharat Stage III,1085 kg,FWD,Automatic,
1198 cc,3.0,4.0,DOHC,MPFI,Petrol,MPI Petrol Engine,BS IV,1049 kg,FWD,Manual,74 bhp
999 cc,3.0,4.0,,,Petrol,1.0 SCe,BS VI 2.0,,FWD,Manual,67.06 bhp
1086 cc,4.0,3.0,SOHC,MPFI,CNG,1.1 L Bi-Fuel,BS VI,1070 kg,FWD,Manual,59.17 bhp
1248 cc,4.0,4.0,DOHC,CRDI,Diesel,DDiS Diesel Engine,,955-990 kg,FWD,Manual,74.02 bhp
1968 cc,4.0,4.0,DOHC,Direct Injection,Diesel,Diesel Engine,BS IV,1395 kg,FWD,Automatic,141 bhp
1968 cc,4.0,4.0,DOHC,common rail system,Diesel,2.0TDI Diesel Engine,BS IV,1395 kg,FWD,Automatic,141 bhp
1582 cc,4.0,4.0,DOHC,CRDi,Diesel,U2 VGT Diesel Engine,BS IV,1285 kg,FWD,Automatic,126.2 bhp
1197 cc,4.0,4.0,,,CNG,1.2 Kappa petrol,BS VI,1100 kg,,Manual,68.05 bhp
1497 cc,4.0,4.0,,,Petrol,1.5L MPi Petrol,BS VI 2.0,,FWD,Manual,113.18 bhp
1497 cc,4.0,4.0,DOHC with VIS,MPi,Petrol,1.5 l MPi petrol,BS VI,1200 kg,,Automatic,113.18 bhp
2694 cc,4.0,4.0,DOHC,MPFi,Petrol,Dual VVTi Petrol Engine,BS IV,2160 kg,RWD,Manual,163.7 bhp
1197 cc,4.0,4.0,,,Petrol,1.2 l Kappa dual petrol,BS VI,1050 kg,,Manual,81.86 bhp
1396 cc,4.0,4.0,DOHC,CRDi,Diesel,U2 CRDI Engine,,1240 kg,FWD,Manual,88.7 bhp
1194 cc,3.0,4.0,,,Petrol,1.2 L Petrol Engine,BS VI,1081-1094 kg,FWD,Automatic,95.48 bhp
1197 cc,4.0,4.0,DOHC,MPFI,Petrol,K12M Petrol Engine,BS VI,830-845 kg,FWD,Automatic,81.80 bhp
1482 cc,4.0,4.0,,,Petrol,1.5L Turbo GDi Petrol,BS VI 2.0,,FWD,Manual,157.57 bhp
1493 cc,4.0,4.0,,CRDi,Diesel,1.5L CRDi VGT,BS VI 2.0,,FWD,Manual,114 bhp
998 cc,3.0,4.0,,GDi,Petrol,Smartstream G1.0 T - GDi,BS VI,1245 kg,FWD,Automatic,118.36 bhp
1582 cc,4.0,4.0,DOHC,CRDi,Diesel,U2 CRDI VGT Engine,BS VI,1300 kg,FWD,Manual,126.2 bhp
1582 cc,4.0,4.0,DOHC,CRDi,Diesel,U2 CRDI VGT Engine,BS VI,1280 kg,FWD,Manual,126.2 bhp
2494 cc,4.0,4.0,DOHC,Common Rail,Diesel,2KD-FTV Diesel Engine,BS III,1675 kg,RWD,Manual,100.6 bhp
1984 cc,4.0,4.0,,,Petrol,2.0 L TFSI,BS VI,1970 kg,AWD,Automatic,245.59 bhp
1397 cc,4.0,4.0,DOHC,GDi,Petrol,1.4 L Turbo GDi Petrol,BS VI 2.0,1465 kg,,Automatic,138.12 bhp
998 cc,3.0,4.0,DOHC with TIS,GDi,Petrol,1.0 l Kappa turbo GDi petrol,BS VI,1260 kg,,Automatic,118.41 bhp
1591 cc,4.0,4.0,,MPFI,Petrol,VTVT Petrol Engine,BSIV,1198 kg,FWD,Automatic,121.4 bhp
2393 cc,4.0,4.0,DOHC,CRDi,Diesel,2.4L Diesel Engine,BS VI 2.0,,RWD,Manual,147.51 bhp
1582 cc,4.0,4.0,DOHC,CRDi,Diesel,U2 VGT Diesel Engine,BS IV,1230 kg,FWD,Manual,126.2 bhp
999 cc,,,,,Petrol,,,,FWD,Automatic,98.63 bhp
1396 cc,4.0,4.0,DOHC,CRDi,Diesel,U2 CRDI Engine,,1200 kg,FWD,Manual,88.7 bhp
1086 cc,4.0,3.0,SOHC,MPFI,Petrol,1.1 L Petrol,BS VI,990 kg,FWD,Manual,68.05 bhp
1497 cc,4.0,4.0,,,Petrol,1.5L MPi Petrol,BS VI 2.0,,FWD,Automatic,113.18 bhp
1332 cc,4.0,4.0,,,Petrol,L4 200,BS VI,1395 kg,,Automatic,160.92 bhp
1493 cc,4.0,4.0,DOHC,CRDi,Diesel,1.5 L U2 CRDi Diesel,BS VI,1430 kg,,Manual,113.98 bhp
1199 cc,4.0,4.0,SOHC,MPFi,Petrol,i-VTEC Petrol Engine,BS IV,985 kg,FWD,Automatic,88.7 bhp
1497 cc,4.0,4.0,,,Diesel,1.5 l Turbocharged Revotorq,BS VI,1187 kg,,Manual,88.77 bhp
1956 cc,4.0,4.0,,,Diesel,Kryotec 2.0 L Turbocharged Engine,BS VI,1675 kg,,Automatic,167.67 bhp
1199 cc,3.0,4.0,,,CNG,1.2 L Revotron,BS VI 2.0,,FWD,Manual,74.46 bhp
1199 cc,3.0,4.0,,,Petrol,1.2 l Revotron Engine,BS VI,1130 kg,,Automatic,86.63 bhp
1199 cc,3.0,4.0,,,Petrol,1.2l Turbocharged Revotron Engine,BS VI 2.0,1230 kg,,Manual,118.35 bhp
1199 cc,3.0,4.0,,,CNG,1.2L Revotron,BS VI 2.0,,FWD,Manual,74.46 bhp
998 cc,3.0,4.0,,,Petrol,1.0 l Turbo GDi petrol,BS VI,1280 kg,,Automatic,118.36 bhp
1497 cc,4.0,4.0,,,Diesel,1.5l Turbocharged Revotorq Engine,BS VI,1395 kg,,Manual,108.49 bhp
1197 cc,4.0,4.0,,,CNG,1.2 l  Bi-Fuel,BS VI 2.0,,FWD,Manual,67.72 bhp
1199 cc,3.0,4.0,,,CNG,1.2L Revotron,BS VI 2.0,,FWD,Manual,74.47 bhp
1582 cc,4.0,4.0,DOHC,CRDi,Diesel,U2 CRDI VGT Engine,,1340 kg,FWD,Automatic,126.2 bhp
1373 cc,4.0,4.0,DOHC,MPFI,Petrol,K14B Petrol Engine,BS IV,1180 kg,FWD,Manual,91.1 bhp
1198 cc,3.0,4.0,DOHC,MPFI,Petrol,mFALCON G80 Engine,BSIV,1175 kg,FWD,Manual,82 bhp
1199 cc,3.0,4.0,,,CNG,1.2L Revotron Engine,BS VI,1030 kg,,Manual,72.40 bhp
1968 cc,4.0,4.0,DOHC,CRDI,Diesel,TDI Quattro Engine,Euro V,1830 kg,AWD,Automatic,174.3 bhp
998 cc,3.0,4.0,,,Petrol,K Series Petrol Engine,BS IV,760 kg,FWD,Manual,67.1 bhp
1497 cc,4.0,4.0,,CRDi,Diesel,D15 1.5 Liter Diesel Engi,BS IV,1650 s kg,FWD,Manual,121 bhp
1197 cc,4.0,4.0,,,Petrol,K Series Dual jet,BS VI,875-905 kg,,Manual,88.50 bhp
2184 cc,4.0,4.0,,,Diesel,mHawk 130 Engine,BS VI,1755 kg,4X4,Automatic,130 bhp
1582 cc,4.0,4.0,DOHC,CRDi,Diesel,U2 VGT Diesel Engine,BS IV,1270 kg,FWD,Manual,126.2 bhp
1462 cc,4.0,4.0,DOHC,MPFI,CNG,K15B,BS VI,1235 kg,FWD,Manual,91.19 bhp
2982 cc,4.0,4.0,DOHC,CRDi,Diesel,D-4D Diesel Engine,BS IV,1880 kg,FWD,Automatic,168.5 bhp
1995 cc,4.0,4.0,DOHC,CRDi,Diesel,sDrive20d Diesel Engine,BS IV,1550 kg,RWD,Automatic,188 bhp
1995 cc,4.0,4.0,DOHC,CRDi,Diesel,Diesel Engine,BS IV,1590 kg,FWD,Automatic,188 bhp
1186 cc,3.0,4.0,DOHC,CRDI,Diesel,1.2L U2 CRDi Diesel,BS IV,1080 kg,FWD,Manual,73.97 bhp
1198 cc,3.0,4.0,DOHC,MPFI,Petrol,In-Line Engine,Bharat Stage IV,1070 kg,Two Wheel Drive,Manual,73.9 bhp
999 cc,3.0,4.0,DOHC,MPFi,Petrol,1.0L Petrol Engine,BS IV,750 kg,2WD,Manual,67 bhp
1197 cc,4.0,4.0,DOHC,MPFI,Petrol,DOHC Kappa2 Engine,BSIV,1100 kg,FWD,Manual,78.9 bhp
1199 cc,3.0,4.0,,,Petrol,1.2 L Revotron,BS VI,1100 kg,,Manual,84.82 bhp
1186 cc,3.0,4.0,DOHC,CRDI,Diesel,U2 CRDI Diesel Engine,,1100 kg,FWD,Manual,73.97 bhp
1497 cc,4.0,4.0,SOHC,PGM-Fi,Petrol,i VTEC Engine,BS IV,1063 kg,FWD,Manual,117.6 bhp
1199 cc,4.0,4.0,SOHC,,Petrol,i-VTEC,BS VI,907-934 kg,,Manual,88.50 bhp
1591 cc,4.0,4.0,DOHC,MPFI,Petrol,VTVT Petrol Engine,,1260 kg,FWD,Manual,121.3 bhp
1956 cc,4.0,4.0,DOHC,CRDI,Diesel,2.0-Litre 4-Cyl Multijet,,1551 s kg,4X2,Manual,170.63 bhp
1462 cc,4.0,4.0,,,Petrol,K15B,BS VI 2.0,1145-1290 kg,FWD,Manual,101.64 bhp
1984 cc,4.0,4.0,,Direct Injection,Petrol,2.0 TSI,BS VI,1703 kg,AWD,Automatic,187.74 bhp
1198 cc,3.0,4.0,DOHC,EFI,Petrol,Naturally Aspirated 12V D,BS IV,882 kg,FWD,Manual,67 bhp
1498 cc,4.0,4.0,DOHC,CRDi,Diesel,i-DTEC Diesel Engine,BS IV,1065 kg,FWD,Manual,98.6 bhp
998 cc,3.0,4.0,,MPFI,Petrol,K Series Petrol Engine,BS IV,870 kg,FWD,Manual,67.1 bhp
1461 cc,4.0,2.0,SOHC,Common Rail,Diesel,In-Line Diesel Engine,Bharat Stage IV,1008 kg,Two Whhel Drive,Manual,63.1 bhp
1120 cc,3.0,4.0,DOHC,CRDI,Diesel,U2 CRDI Diesel Engine,BS IV,1100 kg,FWD,Manual,71 bhp
1248 cc,4.0,4.0,,CRDI,Diesel,DDiS Diesel Engine,BS IV,1080 kg,FWD,Manual,74 bhp
1798 cc,4.0,4.0,DOHC,EFI(Electronic Fuel Injection),Petrol,DOHC Dual VVT-i Petrol En,BS IV,1340 kg,FWD,Manual,138.1 bhp
1591 cc,4.0,4.0,DOHC,MPFI,Petrol,VTVT Petrol Engine,BS VI,"1,300 kg",FWD,Manual,121.3 bhp
1496 cc,4.0,4.0,DOHC,EFI(Electronic Fuel Injection),Petrol,Petrol Engine,,920 kg,,Manual,88.73 bhp
1248 cc,4.0,4.0,,,Diesel,DDiS Diesel Engine,BS VI,945 kg,,Manual,74.02 bhp
1248 cc,4.0,4.0,DOHC,CRDI,Diesel,DDiS Diesel Engine,BS IV,1045 kg,FWD,Manual,74 bhp
1199 cc,4.0,4.0,SOHC,MPFi,Petrol,i-VTEC Petrol Engine,BS IV,921 kg,FWD,Manual,88.76 bhp
1591 cc,4.0,4.0,DOHC,MPFI,Petrol,VTVT Petrol Engine,BS IV,,FWD,Manual,121.3 bhp
1248 cc,4.0,4.0,DOHC,CRDI,Diesel,DDiS Diesel Engine,BS IV,1055 kg,FWD,Manual,74 bhp
1396 cc,4.0,4.0,DOHC,CRDI,Diesel,U2 CRDI Diesel Engine,BS IV,1120 kg,FWD,Manual,88.76 bhp
1498 cc,4.0,4.0,DOHC,Direct Injection,Diesel,i DTEC Diesel Engine,BS IV,1125 kg,FWD,Manual,98.6 bhp
1956 cc,4.0,4.0,DOHC,CRDI,Diesel,2.0-Litre 4-Cyl Multijet,BS IV,1551 s kg,4X2,Manual,170 bhp
1956 cc,4.0,4.0,DOHC,,Diesel,2.0-Litre 4-Cyl Multijet,BS IV,1562 s kg,4X2,Manual,170 bhp
1451 cc,4.0,4.0,,,Petrol,1.5 L Turbocharged Intercooled,BS VI 2.0,,FWD,Automatic,141.04 bhp
2694 cc,4.0,4.0,DOHC,Direct Injection,Petrol,2.7L Petrol Engine,BS VI 2.0,,2WD,Manual,163.60 bhp
