Mileage,Engine,Kerb Weight,Fuel,Transmission Type,Power,No. of Cylinders,Registration Year
20.8 kmpl,1493 cc,1535 kg,Diesel,Manual,113.43 bhp,4.0,Nov 2021
16 kmpl,1368 cc,1562 s kg,,Automatic,160 bhp,4.0,Jul 2018
14.85 kmpl,1498 cc,1400 kg,Petrol,Automatic,108.49 bhp,4.0,Jun 2022
,2755 cc,1835 kg,Diesel,Automatic,171.5 bhp,4.0,Jul 2016
17.01 kmpl,1199 cc,,,Automatic,118.27 bhp,3.0,Jun 2023
16.35 kmpl,1956 cc,1660 kg,Diesel,Manual,167.67 bhp,4.0,Aug 2020
17.33 kmpl,1998 cc,1250 kg,Petrol,Automatic,189.08 bhp,4.0,May 2023
,1493 cc,,Diesel,Automatic,114.41 bhp,4.0,Oct 2023
18.41 kmpl,999 cc,1285 kg,Petrol,Automatic,113.98 bhp,3.0,May 2023
,1497 cc,1595 kg,Diesel,Manual,114.41 bhp,4.0,Feb 2022
14.67 kmpl,1798 cc,1540 kg,Petrol,Automatic,177.46 bhp,4.0,Mar 2016
16 kmpl,2179 cc,1655 kg,,Manual,140 bhp,4.0,Jun 2017
18.6 kmpl,1498 cc,1107-1153 kg,Petrol,Manual,119.35 bhp,4.0,Jun 2021
18 kmpl,1493 cc,1540 kg,Diesel,Automatic,113.43 bhp,4.0,Feb 2022
14.1 kmpl,1368 cc,1580 kg,Petrol,Automatic,160.77 bhp,4.0,Dec 2021
16 kmpl,1368 cc,1562 s kg,,Automatic,160.77 bhp,4.0,2019
19.1 kmpl,1493 cc,,Diesel,Automatic,114.41 bhp,4.0,Mar 2023
19.1 kmpl,1493 cc,,Diesel,Automatic,114.41 bhp,4.0,Dec 2023
,1462 cc,1200 kg,Petrol,Manual,101.64 bhp,4.0,2023
14.1 kmpl,1368 cc,1530 kg,Petrol,Automatic,160.77 bhp,4.0,Jul 2022
16.3 kmpl,1956 cc,1641 s kg,,Automatic,170.63 bhp,4.0,Jun 2020
,1353 cc,1560 kg,Petrol,Manual,138.05 bhp,4.0,Jun 2022
12.17 kmpl,1997 cc,,Petrol,Manual,200 bhp,4.0,2024
18 kmpl,1493 cc,1480 kg,Diesel,Automatic,113.43 bhp,4.0,Nov 2021
14.1 kmpl,1368 cc,1580 kg,Petrol,Automatic,160.77 bhp,4.0,Jul 2022
14.6 kmpl,1956 cc,1700 kg,Diesel,Automatic,167.67 bhp,4.0,Oct 2022
17.1 kmpl,1956 cc,1505 kg,Diesel,Manual,167.67 bhp,4.0,2022
17.1 kmpl,1956 cc,1562 s kg,,Manual,170.63 bhp,4.0,Jan 2021
18.41 kmpl,999 cc,1285 kg,Petrol,Automatic,113.98 bhp,3.0,
,1969 cc,1590 kg,Petrol,Automatic,190 bhp,4.0,Jun 2021
18 kmpl,1493 cc,1540 kg,Diesel,Automatic,113.43 bhp,4.0,Mar 2022
14.6 kmpl,1956 cc,1700 kg,Diesel,Automatic,167.67 bhp,4.0,Jun 2022
,1493 cc,1468 kg,Diesel,Automatic,113.43 bhp,4.0,Nov 2022
12.95 kmpl,1999 cc,1560 kg,Petrol,Automatic,150.19 bhp,4.0,Jun 2021
18.88 kmpl,1498 cc,1260 kg,Petrol,Manual,147.51 bhp,4.0,
16.3 kmpl,1956 cc,1585 kg,Diesel,Automatic,,4.0,Jul 2019
13 kmpl,1956 cc,1860 kg,,Manual,167.68 bhp,4.0,Feb 2021
12.62 kmpl,2198 cc,1879 kg,,Automatic,158 bhp,4.0,Oct 2019
16.35 kmpl,1956 cc,1660 kg,Diesel,Manual,167.67 bhp,4.0,Mar 2026
12.65 kmpl,1984 cc,1703 kg,Petrol,Automatic,187.74 bhp,4.0,Jun 2023
15.1 kmpl,1984 cc,1579 kg,Petrol,Automatic,187.74 bhp,4.0,Dec 2022
,1995 cc,1740 kg,Diesel,Automatic,190 bhp,4.0,Jun 2016
12.65 kmpl,1984 cc,1703 kg,Petrol,Automatic,187.74 bhp,4.0,Jun 2024
25.17 kmpl,799 cc,710 kg,Petrol,Manual,53.3 bhp,3.0,Aug 2016
,2993 cc,2010 kg,Diesel,Automatic,258 bhp,6.0,Jul 2015
22.3 kmpl,999 cc,,Petrol,Automatic,67.06 bhp,3.0,Dec 2016
23.08 kmpl,1461 cc,1010 kg,Diesel,Manual,63.1 bhp,4.0,May 2013
,1462 cc,1200 kg,Petrol,Manual,101.64 bhp,4.0,May 2022
,1995 cc,1720 kg,Diesel,Automatic,188 bhp,4.0,Jan 2017
23.01 kmpl,999 cc,730 kg,Petrol,Manual,67 bhp,3.0,Aug 2019
,1497 cc,1400 kg,Petrol,Automatic,113.43 bhp,4.0,2022
20.4 kmpl,1497 cc,1078 kg,Petrol,Automatic,121 bhp,3.0,Jun 2018
18.6 kmpl,1498 cc,1107-1153 kg,Petrol,Manual,119.35 bhp,4.0,May 2016
17.1 kmpl,1956 cc,1562 s kg,,Manual,170 bhp,4.0,2019
24.7 kmpl,796 cc,725 kg,Petrol,Manual,47.3 bhp,3.0,Jul 2020
,2179 cc,1950 kg,Diesel,Automatic,153.86 bhp,4.0,Nov 2019
15.1 kmpl,2179 cc,1785 kg,,Manual,152.87 bhp,4.0,Jul 2015
22 kmpl,814 cc,910 kg,Petrol,Manual,,3.0,Jan 2014
16 kmpl,2179 cc,1655 kg,,Manual,140 bhp,4.0,2018
25.17 kmpl,799 cc,710 kg,Petrol,Manual,53.3 bhp,3.0,Apr 2016
18.9 kmpl,1197 cc,1200 kg,Petrol,Automatic,81.86 bhp,4.0,Aug 2017
,1497 cc,,Diesel,Manual,115.05 bhp,4.0,Jul 2023
17.2 kmpl,1968 cc,1608 kg,Diesel,Automatic,138.1 bhp,4.0,2012
18.9 kmpl,1197 cc,1060 kg,Petrol,Manual,81.86 bhp,4.0,Jun 2014
20.73 kmpl,1373 cc,1030 kg,Petrol,Manual,91.1 bhp,4.0,Dec 2014
14.9 kmpl,1956 cc,1705 kg,Diesel,Automatic,167.67 bhp,4.0,Jul 2023
18.9 kmpl,1197 cc,1060 kg,Petrol,Manual,81.86 bhp,4.0,Oct 2016
13 kmpl,2143 cc,1800 kg,Diesel,Automatic,204 bhp,4.0,Jan 2014
16.5 kmpl,1353 cc,1515 kg,Petrol,Manual,138.08 bhp,4.0,Jan 2020
20.37 kmpl,1461 cc,1325 kg,Diesel,Manual,108.45 bhp,4.0,Jun 2018
,1995 cc,1740 kg,Diesel,Automatic,190 bhp,4.0,Aug 2017
23.95 kmpl,998 cc,779 kg,Petrol,Manual,67.05 bhp,3.0,Feb 2017
19.15 kmpl,1198 cc,1100 kg,Petrol,Automatic,75.94 bhp,3.0,Aug 2017
17.8 kmpl,1198 cc,955 kg,Petrol,Manual,86.7 bhp,4.0,Aug 2016
,1968 cc,1660 kg,Diesel,Automatic,174.33 bhp,4.0,Oct 2016
18.9 kmpl,1197 cc,1060 kg,Petrol,Manual,81.86 bhp,4.0,Sept 2014
19.4 kmpl,1198 cc,925 kg,Petrol,Manual,86.8 bhp,4.0,Apr 2014
20.89 kmpl,1197 cc,855 kg,Petrol,Automatic,81.80 bhp,4.0,Sept 2018
,1968 cc,1660 kg,Diesel,Automatic,174.33 bhp,4.0,Jan 2016
18.55 kmpl,1462 cc,1130-1170 kg,Petrol,Manual,103.25 bhp,4.0,Sept 2021
19.28 kmpl,1199 cc,1030 kg,Petrol,Manual,84.82 bhp,3.0,Sept 2021
22.54 kmpl,1396 cc,1160 kg,Diesel,Manual,88.76 bhp,4.0,Sept 2018
13 kmpl,1999 cc,,Petrol,Automatic,197 bhp,4.0,2025
19 kmpl,1199 cc,1066 kg,Petrol,Automatic,88.7 bhp,4.0,Jun 2017
21.21 kmpl,1197 cc,860-895 kg,Petrol,Automatic,81.80 bhp,4.0,Apr 2019
21.21 kmpl,1197 cc,860-895 kg,Petrol,Automatic,81.80 bhp,4.0,Apr 2018
16.35 kmpl,1199 cc,1230 kg,Petrol,Automatic,118.36 bhp,3.0,2022
19.81 kmpl,1086 cc,860 kg,Petrol,Manual,68.05 bhp,4.0,Oct 2014
18.9 kmpl,1197 cc,1100 kg,Petrol,Manual,81.86 bhp,4.0,Feb 2014
21.63 kmpl,998 cc,835 kg,Petrol,Manual,67.05 bhp,3.0,Sept 2016
,1493 cc,kerb weight kg,Diesel,Automatic,113.43 bhp,4.0,2023
19 kmpl,1199 cc,945 kg,Petrol,Automatic,88.76 bhp,4.0,Mar 2017
23.84 kmpl,1199 cc,1012 kg,Petrol,Automatic,83.83 bhp,3.0,May 2018
20.3 kmpl,1199 cc,1035-1062 kg,Petrol,Automatic,83.81 bhp,3.0,Feb 2019
12.95 kmpl,1999 cc,1497 kg,,Automatic,152.88 bhp,4.0,Nov 2016
16.5 kmpl,1198 cc,970 kg,Petrol,Automatic,86.8 bhp,4.0,May 2016
23.65 kmpl,1248 cc,1240 kg,,Manual,88.5 bhp,4.0,Nov 2017
20.73 kmpl,1373 cc,1010 kg,Petrol,Manual,91.1 bhp,4.0,Jan 2017
9.5 kmpl,2596 cc,,,Manual,138 bhp,4.0,2024
16.8 kmpl,1497 cc,1340 kg,Petrol,Manual,113.43 bhp,4.0,Oct 2019
19.28 kmpl,1199 cc,1030 kg,Petrol,Manual,84.82 bhp,3.0,Jul 2021
23.56 kmpl,1197 cc,845 kg,Petrol,Manual,88.50 bhp,4.0,2023
19.4 kmpl,1198 cc,925 kg,Petrol,Manual,86.8 bhp,4.0,Jul 2013
17 kmpl,1197 cc,1020 kg,Petrol,Manual,,4.0,Oct 2010
18.9 kmpl,1197 cc,935 kg,Petrol,Automatic,82 bhp,4.0,Mar 2016
11 kmpl,1999 cc,1850 kg,Petrol,Automatic,197.13 bhp,4.0,2022
16.5 kmpl,1499 cc,1290 kg,,Automatic,110 bhp,4.0,Feb 2015
18.49 kmpl,1493 cc,1755 kg,,Manual,100 bhp,3.0,Jan 2017
17.57 kmpl,1193 cc,1095-1125 kg,Petrol,Manual,88.7 bhp,4.0,Oct 2020
16.35 kmpl,1199 cc,1250 kg,Petrol,Automatic,118.36 bhp,3.0,2022
19 kmpl,1199 cc,1066 kg,Petrol,Automatic,88.7 bhp,4.0,Nov 2015
25.8 kmpl,1498 cc,1055 kg,Diesel,Manual,98.6 bhp,4.0,Jun 2015
23 kmpl,1396 cc,1140 kg,Diesel,Manual,,4.0,Aug 2012
18.88 kmpl,999 cc,1200 kg,,Manual,123.24 bhp,3.0,2018
20.51 kmpl,998 cc,890 kg,Petrol,Manual,67.04 bhp,3.0,Mar 2018
23.08 kmpl,1198 cc,1035 kg,Petrol,Manual,63.1 bhp,4.0,Sept 2016
15.1 kmpl,2179 cc,1785 kg,,Manual,152.87 bhp,4.0,2020
18.15 kmpl,1198 cc,1155 kg,,Manual,82 bhp,3.0,Sept 2016
18.9 kmpl,1197 cc,935 kg,Petrol,Manual,82 bhp,4.0,Oct 2016
23.1 kmpl,998 cc,847 kg,Petrol,Automatic,67.04 bhp,3.0,Jul 2018
17.4 kmpl,1497 cc,1061 kg,Petrol,Manual,117.6 bhp,4.0,2018
20.51 kmpl,998 cc,885 kg,Petrol,Manual,67.04 bhp,3.0,May 2014
19.1 kmpl,1197 cc,1140 kg,Petrol,Manual,82 bhp,4.0,May 2017
16.09 kmpl,1598 cc,1142 kg,Petrol,Manual,103.2 bhp,4.0,Apr 2015
,2143 cc,1585 kg,Diesel,Automatic,136 bhp,4.0,May 2015
18.9 kmpl,1197 cc,935 kg,Petrol,Manual,82 bhp,4.0,Sept 2014
18.9 kmpl,1197 cc,935 kg,Petrol,Manual,82 bhp,4.0,Nov 2016
21.21 kmpl,1197 cc,860-895 kg,Petrol,Automatic,81.80 bhp,4.0,May 2017
17.05 kmpl,1199 cc,1310 kg,Petrol,Automatic,118.35 bhp,3.0,2022
18.7 kmpl,1199 cc,1044 kg,Petrol,Manual,88.7 bhp,4.0,Dec 2015
16.5 kmpl,1198 cc,970 kg,Petrol,Automatic,86.8 bhp,4.0,Jan 2014
18.16 kmpl,1196 cc,995-1015 kg,Petrol,Manual,86.8 bhp,4.0,Nov 2018
15.1 kmpl,2179 cc,1635 kg,Diesel,Manual,140 bhp,4.0,May 2013
18.9 kmpl,1197 cc,935 kg,Petrol,Manual,82 bhp,4.0,Feb 2026
19.4 kmpl,1198 cc,925 kg,Petrol,Manual,86.8 bhp,4.0,Jan 2015
23.1 kmpl,998 cc,840 kg,Petrol,Automatic,67.04 bhp,3.0,Mar 2016
20 kmpl,1197 cc,,Petrol,Automatic,87 bhp,4.0,2024
18.9 kmpl,1197 cc,935 kg,Petrol,Automatic,82 bhp,4.0,Aug 2016
21.21 kmpl,1197 cc,860-895 kg,Petrol,Automatic,81.80 bhp,4.0,Aug 2017
21.63 kmpl,998 cc,835 kg,Petrol,Manual,67.05 bhp,3.0,Jul 2017
22.35 kmpl,1197 cc,920-955 kg,Petrol,Manual,88.50 bhp,4.0,Oct 2024
22.61 kmpl,1197 cc,880-915 kg,Petrol,Automatic,88.50 bhp,4.0,Feb 2020
18.9 kmpl,1197 cc,935 kg,Petrol,Manual,82 bhp,4.0,Aug 2014
20 kmpl,999 cc,947 kg,Petrol,Manual,71.01 bhp,3.0,Feb 2021
17 kmpl,1591 cc,1238 kg,Petrol,Automatic,121.3 bhp,4.0,2019
19.5 kmpl,1199 cc,917 kg,Petrol,Manual,88.76 bhp,4.0,Aug 2017
18.6 kmpl,1197 cc,1066 kg,Petrol,Manual,81.83 bhp,4.0,Feb 2017
23.95 kmpl,998 cc,779 kg,Petrol,Manual,67.05 bhp,3.0,Sept 2015
17.57 kmpl,1199 cc,1195 kg,Petrol,Manual,118.36 bhp,3.0,2021
12.37 kmpl,2359 cc,2080 kg,Petrol,Automatic,198.25 bhp,4.0,Aug 2013
17 kmpl,1497 cc,1430 kg,Petrol,Manual,113.18 bhp,4.0,2023
17.21 kmpl,1197 cc,1109 kg,Petrol,Automatic,103.5 bhp,4.0,Nov 2017
23.95 kmpl,998 cc,779 kg,Petrol,Manual,67.05 bhp,3.0,Sept 2017
19.7 kmpl,999 cc,1019 kg,,Automatic,71 bhp,3.0,2025
20.52 kmpl,1197 cc,830-845 kg,Petrol,Manual,81.80 bhp,4.0,Sept 2016
19.81 kmpl,1086 cc,860 kg,Petrol,Manual,68.05 bhp,4.0,2008
18.2 kmpl,999 cc,947 kg,Petrol,Automatic,71.01 bhp,3.0,Mar 2023
17.4 kmpl,1197 cc,1054-1093 kg,Petrol,Automatic,81.86 bhp,4.0,Oct 2018
15.6 kmpl,1196 cc,1060 kg,Petrol,Manual,70 bhp,4.0,2011
19 kmpl,1199 cc,1066 kg,Petrol,Automatic,88.7 bhp,4.0,Jan 2017
19.4 kmpl,1198 cc,925 kg,Petrol,Manual,86.8 bhp,4.0,Jan 2016
18.6 kmpl,1197 cc,1160 kg,Petrol,Manual,81.86 bhp,4.0,Oct 2019
15.5 kmpl,1586 cc,1170 kg,Petrol,Manual,103.3 bhp,4.0,2010
16.5 kmpl,1198 cc,970 kg,Petrol,Automatic,86.8 bhp,4.0,Mar 2015
19.4 kmpl,1198 cc,925 kg,Petrol,Manual,86.8 bhp,4.0,Jul 2014
,,,,Automatic,174.33 bhp,,Jul 2023
18.9 kmpl,1197 cc,1200 kg,Petrol,Automatic,81.86 bhp,4.0,Feb 2014
24.7 kmpl,796 cc,725 kg,Petrol,Manual,47.3 bhp,3.0,Jun 2018
18.9 kmpl,1197 cc,935 kg,Petrol,Manual,82 bhp,4.0,Jan 2016
19.4 kmpl,1198 cc,925 kg,Petrol,Manual,86.8 bhp,4.0,Oct 2014
18.9 kmpl,1197 cc,935 kg,Petrol,Manual,82 bhp,4.0,Jan 2014
21.66 kmpl,1498 cc,1182 kg,Diesel,Automatic,103.6 bhp,4.0,2015
18.2 kmpl,1199 cc,1044 kg,Petrol,Manual,88.7 bhp,4.0,Apr 2019
24.7 kmpl,796 cc,725 kg,Petrol,Manual,47.3 bhp,3.0,Aug 2015
26.59 kmpl,1248 cc,1070 kg,Diesel,Automatic,74 bhp,4.0,Mar 2017
23.4 kmpl,1248 cc,1060 kg,Diesel,Manual,74 bhp,4.0,2012
22.9 kmpl,1248 cc,1060 kg,Diesel,Manual,74 bhp,4.0,2012
,2393 cc,1810 kg,Diesel,Manual,147.8 bhp,4.0,2018
25.4 kmpl,624 cc,710 kg,Petrol,Manual,37.5 bhp,2.0,2014
18.15 kmpl,1198 cc,1195 kg,,Manual,82 bhp,3.0,Sept 2018
26.68 kmpl,998 cc,815 kg,Petrol,Automatic,67.77 bhp,3.0,Mar 2015
,2698 cc,1655 kg,Diesel,Automatic,,6.0,2009
23.01 kmpl,999 cc,730 kg,Petrol,Manual,67 bhp,3.0,Oct 2017
23.84 kmpl,1199 cc,1012 kg,Petrol,Manual,84 bhp,3.0,Jul 2016
20.89 kmpl,1197 cc,840-865 kg,Petrol,Manual,81.80 bhp,4.0,2022
17 kmpl,1497 cc,1225 kg,,Manual,121.36 bhp,3.0,Oct 2019
17 kmpl,1198 cc,1069 kg,Petrol,Manual,73.75 bhp,3.0,Nov 2016
17.7 kmpl,1497 cc,1060 kg,Petrol,Manual,,4.0,2007
19 kmpl,1199 cc,945 kg,Petrol,Automatic,88.76 bhp,4.0,Jan 2019
17.19 kmpl,1197 cc,1020 kg,Petrol,Manual,81.86 bhp,4.0,2016
17.4 kmpl,1197 cc,1054-1093 kg,Petrol,Automatic,81.86 bhp,4.0,2019
18.9 kmpl,1197 cc,1200 kg,Petrol,Automatic,81.86 bhp,4.0,May 2014
23.1 kmpl,998 cc,845 kg,Petrol,Automatic,67.04 bhp,3.0,Nov 2019
20.51 kmpl,998 cc,890 kg,Petrol,Automatic,67 bhp,3.0,Jan 2018
17.8 kmpl,1497 cc,1029 kg,Petrol,Manual,117.3 bhp,4.0,2015
17.8 kmpl,1198 cc,955 kg,Petrol,Manual,86.7 bhp,4.0,Mar 2014
18.6 kmpl,1197 cc,1066 kg,Petrol,Manual,81.83 bhp,4.0,2016
19.1 kmpl,1197 cc,990 kg,Petrol,Manual,85.8 bhp,4.0,2014
23.95 kmpl,998 cc,784 kg,Petrol,Automatic,67.05 bhp,3.0,Aug 2016
16.93 kmpl,1197 cc,1178 kg,Petrol,Automatic,103.6 bhp,4.0,2014
23.56 kmpl,1197 cc,835-850 kg,Petrol,Manual,88.50 bhp,4.0,Sept 2022
21.79 kmpl,998 cc,805-825 kg,Petrol,Manual,67.05 bhp,3.0,Oct 2020
18.7 kmpl,1199 cc,1044 kg,Petrol,Manual,88.7 bhp,4.0,Oct 2016
19.01 kmpl,1461 cc,1220 kg,,Manual,108.45 bhp,4.0,2014
19 kmpl,1199 cc,942 kg,Petrol,Automatic,88.76 bhp,4.0,Feb 2019
18.5 kmpl,1197 cc,1040 kg,Petrol,Manual,82.85 bhp,4.0,Jun 2014
18.9 kmpl,1197 cc,1120 kg,Petrol,Manual,81.86 bhp,4.0,2019
,,,,Automatic,41.42 bhp,,Jun 2024
23.1 kmpl,998 cc,840 kg,Petrol,Automatic,67.04 bhp,3.0,Apr 2015
12.9 kmpl,1799 cc,1210 kg,Petrol,Automatic,130 bhp,4.0,Jul 2008
18.6 kmpl,1197 cc,1120 kg,Petrol,Manual,81.86 bhp,4.0,Feb 2020
,1950 cc,2150 kg,Diesel,Automatic,241.38 bhp,4.0,Mar 2022
18.9 kmpl,1197 cc,935 kg,Petrol,Manual,82 bhp,4.0,Oct 2017
18.5 kmpl,1197 cc,1020 kg,Petrol,Manual,,4.0,Nov 2012
19.1 kmpl,1493 cc,,Diesel,Automatic,114.41 bhp,4.0,Jan 2024
20.51 kmpl,998 cc,890 kg,Petrol,Automatic,67 bhp,3.0,Feb 2017
18.7 kmpl,1199 cc,1042 kg,Petrol,Manual,88.7 bhp,4.0,Feb 2019
21.63 kmpl,998 cc,850 kg,Petrol,Automatic,67.05 bhp,3.0,Apr 2019
18 kmpl,1198 cc,950 kg,Petrol,Manual,86.7 bhp,4.0,Jun 2014
18.9 kmpl,1197 cc,935 kg,Petrol,Manual,82 bhp,4.0,Nov 2017
23.1 kmpl,998 cc,850 kg,Petrol,Automatic,67.04 bhp,3.0,Oct 2018
18.2 kmpl,1197 cc,,Petrol,Automatic,128.73 bhp,3.0,2024
,,,,Automatic,174.33 bhp,,2023
20.89 kmpl,1197 cc,855 kg,Petrol,Automatic,81.80 bhp,4.0,Mar 2026
11.3 kmpl,2360 cc,1615 kg,Petrol,Automatic,,4.0,Mar 2011
20.36 kmpl,1197 cc,960 kg,Petrol,Manual,78.9 bhp,4.0,Apr 2012
18.9 kmpl,1197 cc,935 kg,Petrol,Manual,82 bhp,4.0,May 2016
22.77 kmpl,1498 cc,1240 kg,,Manual,98.59 bhp,4.0,Jul 2015
18.6 kmpl,1197 cc,1066 kg,Petrol,Manual,81.83 bhp,4.0,Oct 2017
23.1 kmpl,998 cc,840 kg,Petrol,Automatic,67.04 bhp,3.0,Jan 2016
18.9 kmpl,1197 cc,935 kg,Petrol,Manual,82 bhp,4.0,Feb 2017
21.79 kmpl,998 cc,805-825 kg,Petrol,Manual,67.05 bhp,3.0,Jul 2021
23.84 kmpl,1199 cc,1012 kg,Petrol,Automatic,83.83 bhp,3.0,Jun 2017
21.21 kmpl,1197 cc,860-895 kg,Petrol,Manual,81.80 bhp,4.0,Oct 2018
17.1 kmpl,1199 cc,1042 kg,Petrol,Manual,88.50 bhp,4.0,Jan 2017
19.4 kmpl,1198 cc,925 kg,Petrol,Manual,86.8 bhp,4.0,Sept 2015
20.89 kmpl,1197 cc,855 kg,Petrol,Automatic,81.80 bhp,4.0,Apr 2018
15.8 kmpl,1499 cc,1290 kg,,Manual,110 bhp,4.0,Mar 2015
17.19 kmpl,1197 cc,1040 kg,Petrol,Manual,81.86 bhp,4.0,May 2016
14.9 kmpl,1956 cc,1660 kg,Diesel,Automatic,167.67 bhp,4.0,Jun 2021
14.9 kmpl,1956 cc,1660 kg,Diesel,Automatic,167.67 bhp,4.0,Feb 2026
16.8 kmpl,1956 cc,,Diesel,Automatic,167.62 bhp,4.0,Jun 2024
15.81 kmpl,1984 cc,1430 kg,Petrol,Automatic,187.74 bhp,4.0,Jun 2021
13 kmpl,2982 cc,1880 kg,,Manual,168.5 bhp,4.0,Mar 2026
,2393 cc,1870 kg,Diesel,Automatic,148 bhp,4.0,Nov 2021
18 kmpl,1493 cc,1585 kg,Diesel,Manual,113.45 bhp,4.0,Aug 2022
,1987 cc,,Petrol,Automatic,183.72 bhp,4.0,Mar 2024
,2393 cc,1820 kg,Diesel,Manual,147.8 bhp,7.0,Aug 2016
15 kmpl,1396 cc,1050 kg,Petrol,Automatic,,4.0,Mar 2011
24.3 kmpl,1248 cc,1200 kg,,Manual,88.5 bhp,4.0,May 2018
,,,,Automatic,120.69 bhp,,Mar 2024
,998 cc,1304 kg,Petrol,Automatic,118.36 bhp,3.0,Feb 2023
24.52 kmpl,1248 cc,1265 kg,Diesel,Manual,88.5 bhp,4.0,Nov 2016
17 kmpl,1591 cc,1248 kg,Petrol,Manual,121.3 bhp,4.0,Apr 2018
21.38 kmpl,1396 cc,1260 kg,,Manual,88.7 bhp,4.0,Mar 2018
27.97 kmpl,1490 cc,1260-1275 kg,,Automatic,91.18 bhp,3.0,Mar 2023
,2143 cc,1570 kg,Diesel,Automatic,136 bhp,4.0,Jan 2018
,1999 cc,1650 kg,Petrol,Automatic,246.74 bhp,4.0,Sept 2017
8 kmpl,1997 cc,,,Automatic,150.19 bhp,4.0,Oct 2024
19.01 kmpl,1461 cc,1240 kg,,Manual,108.45 bhp,4.0,May 2013
18.3 kmpl,1991 cc,1520 kg,Diesel,Manual,147.9 bhp,4.0,May 2011
23.95 kmpl,998 cc,779 kg,Petrol,Manual,67.05 bhp,3.0,Jul 2013
20.71 kmpl,799 cc,770 kg,Petrol,Manual,53.64 bhp,3.0,Sept 2017
20.52 kmpl,1197 cc,830-845 kg,Petrol,Manual,81.80 bhp,4.0,Apr 2016
25 kmpl,1493 cc,1240 kg,Diesel,Manual,113.45 bhp,4.0,Sept 2022
25.17 kmpl,799 cc,710 kg,Petrol,Manual,53.3 bhp,3.0,Feb 2016
17 kmpl,1497 cc,,Petrol,Manual,113.42 bhp,4.0,Sept 2022
18.9 kmpl,1197 cc,1100 kg,Petrol,Manual,81.86 bhp,4.0,Aug 2017
18.15 kmpl,1198 cc,1135 kg,Petrol,Manual,82 bhp,3.0,Feb 2017
19.7 kmpl,796 cc,705 kg,Petrol,Manual,46.3 bhp,3.0,Aug 2021
19.4 kmpl,1198 cc,925 kg,Petrol,Manual,86.8 bhp,4.0,Aug 2013
18.31 kmpl,998 cc,,Petrol,Automatic,118 bhp,3.0,Sept 2020
18.6 kmpl,1197 cc,1066 kg,Petrol,Manual,81.83 bhp,4.0,Jun 2017
17.99 kmpl,1462 cc,1135-1170 kg,Petrol,Automatic,103.26 bhp,4.0,Jul 2018
19.81 kmpl,1086 cc,900 kg,Petrol,Manual,68.05 bhp,4.0,Feb 2012
18.9 kmpl,1197 cc,1120 kg,Petrol,Manual,81.86 bhp,4.0,May 2017
22.05 kmpl,796 cc,762 kg,Petrol,Manual,47.33 bhp,3.0,Mar 2022
15.1 kmpl,2179 cc,1785 kg,,Manual,152.87 bhp,4.0,Oct 2015
18.2 kmpl,999 cc,947 kg,Petrol,Automatic,71.01 bhp,3.0,Mar 2021
18.6 kmpl,1197 cc,1066 kg,Petrol,Manual,81.83 bhp,4.0,Oct 2016
23.01 kmpl,999 cc,710 kg,Petrol,Manual,67 bhp,3.0,Oct 2017
15.43 kmpl,1498 cc,1450 kg,Petrol,Manual,108.49 bhp,4.0,Jan 2023
25.1 kmpl,1248 cc,1230 kg,,Manual,88.5 bhp,4.0,Feb 2018
13 kmpl,1591 cc,1280 kg,,Automatic,121.3 bhp,4.0,Nov 2017
18.2 kmpl,998 cc,1210 kg,Petrol,Manual,118.36 bhp,3.0,Nov 2020
23.7 kmpl,1493 cc,1220 kg,Diesel,Manual,98.6 bhp,4.0,Feb 2022
14.28 kmpl,1798 cc,1200 kg,Petrol,Manual,138.03 bhp,4.0,May 2015
17.4 kmpl,1197 cc,1054-1093 kg,Petrol,Automatic,81.86 bhp,4.0,Sept 2019
23.01 kmpl,999 cc,730 kg,Petrol,Manual,67 bhp,3.0,Sept 2017
21.1 kmpl,814 cc,860 kg,Petrol,Manual,55.2 bhp,3.0,Jan 2016
23.95 kmpl,998 cc,779 kg,Petrol,Manual,67.05 bhp,3.0,Jan 2016
21.1 kmpl,814 cc,880 kg,Petrol,Manual,55.2 bhp,3.0,Dec 2016
22.05 kmpl,796 cc,762 kg,Petrol,Manual,47.33 bhp,3.0,Feb 2016
23.01 kmpl,999 cc,710 kg,Petrol,Manual,67 bhp,3.0,Mar 2017
15.7 kmpl,1172 cc,920 kg,Petrol,Manual,67 bhp,4.0,Mar 2013
19 kmpl,998 cc,865 kg,Petrol,Manual,67.1 bhp,3.0,Mar 2011
23.95 kmpl,998 cc,779 kg,Petrol,Manual,67.05 bhp,3.0,Nov 2013
19.7 kmpl,796 cc,705 kg,Petrol,Manual,46.3 bhp,3.0,Aug 2013
18.44 kmpl,1198 cc,1060 kg,Petrol,Manual,75 bhp,3.0,Aug 2013
20.71 kmpl,799 cc,770 kg,Petrol,Manual,53.64 bhp,3.0,Dec 2016
18.6 kmpl,1197 cc,980 kg,Petrol,Manual,82.85 bhp,4.0,Aug 2013
20.71 kmpl,799 cc,770 kg,Petrol,Manual,53.64 bhp,3.0,Oct 2017
19.7 kmpl,796 cc,705 kg,Petrol,Manual,46.3 bhp,3.0,Jan 2015
20.36 kmpl,1197 cc,960 kg,Petrol,Manual,78.9 bhp,4.0,Mar 2012
22.7 kmpl,799 cc,700 kg,Petrol,Manual,53.64 bhp,3.0,Sept 2016
