,car_name,Price,Registration Year,Kms Driven,Ownership,Fuel,Transmission,Drive Type,Engine,Power,Mileage,No. of Cylinders,Turbo Charger,Seats,Kerb Weight,Ground Clearance Unladen,Petrol Fuel Tank Capacity,Diesel Fuel Tank Capacity,CNG Fuel Tank Capacity
0,Hyundai Grand i10,₹3 Lakh,2015,"1,10,422 Kms",Second Owner,Petrol,Manual,FWD,1197 cc,82 bhp,18.9 kmpl,4.0,No,5 Seats,935 kg,165 mm,43 Litres,,
1,Hyundai i10,₹3.22 Lakh,Apr 2015,"41,223 Kms",First Owner,Petrol,Manual,FWD,1086 cc,68.05 bhp,19.81 kmpl,4.0,No,5 Seats,860 kg,165 mm,35 Litres,,
2,Ford Figo,₹4.13 Lakh,Dec 2019,"73,627 Kms",First Owner,Petrol,Manual,Front Wheel Drive,1196 cc,70 bhp,15.6 kmpl,4.0,No,5 Seats,1090 kg,168 mm,45 Litres,,
3,Hyundai Grand i10,₹4.37 Lakh,Jul 2017,"72,080 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1060 kg,165 mm,43 Litres,,
4,Chevrolet Beat,₹2.51 Lakh,2015,"1,00,000 Kms",Third Owner,Diesel,Manual,FWD,936 cc,56.3 bhp,25.44 kmpl,3.0,Yes,5 Seats,1025 kg,175 mm,,35 Litres,
5,Hyundai i10,₹4.50 Lakh,Nov 2017,"65,000 Kms",First Owner,Petrol,Manual,FWD,1086 cc,68.05 bhp,19.81 kmpl,4.0,No,5 Seats,860 kg,165 mm,35 Litres,,
6,Hyundai Grand i10,₹4.16 Lakh,Feb 2018,"62,098 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1060 kg,165 mm,43 Litres,,
7,Hyundai Grand i10,₹3.77 Lakh,Mar 2017,"40,710 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1120 kg,165 mm,43 Litres,,
8,Jeep Compass,₹8 Lakh,2018,"69,000 Kms",Second Owner,,Manual,4X2,1956 cc,170 bhp,17.1 kmpl,4.0,Yes,5 Seats,1562 s kg,178 mm,,60 Litres,
9,Jeep Compass,₹6.50 Lakh,2017,"1,80,000 Kms",Second Owner,,Manual,4X2,1956 cc,170 bhp,17.1 kmpl,4.0,Yes,5 Seats,1562 s kg,178 mm,,60 Litres,
10,Maruti Suzuki Eeco,₹4.25 Lakh,2021,"80,000 Kms",First Owner,Petrol,Manual,,1196 cc,72.41 bhp,16.11 kmpl,4.0,,5 Seats,940 kg,,40 Litres,,
11,Maruti Suzuki Baleno,₹4.50 Lakh,2017,"60,000 Kms",Second Owner,Petrol,Manual,FWD,1197 cc,83.1 bhp,21.4 kmpl,4.0,No,5 Seats,870 kg,170 mm,37 Litres,,
12,Hyundai i20,₹6.10 Lakh,2020,"87,000 Kms",First Owner,Petrol,Manual,,1197 cc,81.80 bhp,21 kmpl,4.0,No,5 Seats,1120 kg,,37 Litres,,
13,Maruti Suzuki Baleno,₹4.51 Lakh,2019,"80,000 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.80 bhp,21.01 kmpl,4.0,No,5 Seats,865-890 kg,170 mm,37 Litres,,
14,Maruti Suzuki Eeco,₹4.10 Lakh,2019,"1,20,000 Kms",First Owner,Petrol,Manual,RWD,1196 cc,73 bhp,15.37 kmpl,4.0,No,5 Seats,928 kg,160 mm,40 Litres,,
15,Maruti Suzuki Eeco,₹3.51 Lakh,2017,"1,02,000 Kms",First Owner,CNG,Manual,RWD,1196 cc,61.7 bhp,21.94 km/kg,4.0,No,5 Seats,1050 kg,160 mm,,,65 Litres
16,Mahindra Bolero Maxi Truck Plus,₹6.30 Lakh,2022,"80,000 Kms",First Owner,Diesel,Manual,RWD,2523 cc,65.03 bhp,17.2 kmpl,4.0,,2 Seats,1620 kg,,,45 Litres,
17,Hyundai Grand i10,₹4.21 Lakh,Aug 2018,"60,933 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1100 kg,165 mm,43 Litres,,
18,Hyundai Grand i10,₹4.21 Lakh,Mar 2017,"64,322 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1120 kg,165 mm,43 Litres,,
19,Hyundai Grand i10,₹3.05 Lakh,Nov 2014,"87,680 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1100 kg,165 mm,43 Litres,,
20,Honda City,₹2 Lakh,2010,"1,60,000 Kms",Second Owner,Petrol,Manual,FWD,1497 cc,,17 kmpl,4.0,No,5 Seats,1100 kg,160 mm,42 Litres,,
21,Hyundai Xcent,₹4.74 Lakh,May 2018,"83,811 Kms",First Owner,Petrol,Manual,,,,,4.0,,,1120 kg,,,,
22,Hyundai Grand i10,₹4.04 Lakh,Apr 2016,"38,540 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1100 kg,165 mm,43 Litres,,
23,Hyundai Grand i10,₹4.01 Lakh,Sept 2016,"70,000 Kms",First Owner,Petrol,Manual,FWD,1197 cc,82 bhp,18.9 kmpl,4.0,No,5 Seats,935 kg,165 mm,43 Litres,,
24,Maruti Suzuki Alto 800,₹1.70 Lakh,2014,"70,000 Kms",Second Owner,CNG,Manual,FWD,796 cc,47.3 bhp,30.46 km/kg,3.0,No,5 Seats,720 kg,160 mm,,,4 Litres
25,Hyundai Grand i10,₹3.45 Lakh,Mar 2016,"72,000 Kms",First Owner,Petrol,Manual,FWD,1197 cc,82 bhp,18.9 kmpl,4.0,No,5 Seats,935 kg,165 mm,43 Litres,,
26,Maruti Suzuki Celerio X,₹3.45 Lakh,Feb 2019,"71,000 Kms",Second Owner,Petrol,Manual,FWD,998 cc,67 bhp,21.63 kmpl,3.0,No,5 Seats,835s kg,165 mm,35 Litres,,
27,Hyundai Grand i10,₹4.75 Lakh,Apr 2019,"65,000 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1120 kg,165 mm,43 Litres,,
28,Hyundai Tucson,₹11 Lakh,2019,"90,000 Kms",First Owner,,Automatic,4WD,1995 cc,182.46 bhp,16.38 kmpl,4.0,Yes,5 Seats,1617 kg,195 mm,,62 Litres,
29,Hyundai i10,₹3.75 Lakh,Nov 2016,"91,000 Kms",First Owner,Petrol,Manual,FWD,1086 cc,68.05 bhp,19.81 kmpl,4.0,No,5 Seats,860 kg,165 mm,35 Litres,,
30,Hyundai Grand i10,₹3.84 Lakh,Jul 2016,"67,763 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1100 kg,165 mm,43 Litres,,
31,Skoda Slavia,₹10.90 Lakh,Sept 2022,"36,151 Kms",First Owner,Petrol,Manual,FWD,1498 cc,147.52 bhp,18.72 kmpl,4.0,Yes,5 Seats,1258 kg,179 mm,45 Litres,,
32,Tata Tiago EV,₹6.75 Lakh,2023,"40,000 Kms",First Owner,,Automatic,FWD,,73.75 bhp,,,,5 Seats,,,,,
33,Skoda Slavia,₹6.44 Lakh,Feb 2023,"99,099 Kms",First Owner,Petrol,Manual,FWD,999 cc,113.98 bhp,19.47 kmpl,3.0,Yes,5 Seats,1160-1215 kg,179 mm,45 Litres,,
34,Maruti Suzuki Swift Dzire Tour,₹4.95 Lakh,Jun 2018,"1,22,000 Kms",Second Owner,Petrol,Manual,FWD,1197 cc,85.8 bhp,19 kmpl,4.0,No,5 Seats,970 kg,170 mm,,,
35,Hyundai Grand i10,₹3.99 Lakh,Oct 2015,"28,439 Kms",Second Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1060 kg,165 mm,43 Litres,,
36,Citroen eC3,₹8 Lakh,2023,"70,000 Kms",First Owner,,Automatic,FWD,,56.21 bhp,,,,5 Seats,1316 kg,,,,
37,Ford Endeavour,₹22 Lakh,2020,"1,20,000 Kms",Second Owner,Diesel,Automatic,RWD,2198 cc,158.2 bhp,14.2 kmpl,4.0,No,7 Seats,2238 kg,,,80 Litres,
38,Skoda Slavia,₹13.35 Lakh,2025,"7,831 Kms",First Owner,Petrol,Manual,FWD,999 cc,114 bhp,20.32 kmpl,3.0,,5 Seats,1160-1216 kg,179 mm,45 Litres,,
39,BMW X3,₹38.50 Lakh,2021,"60,000 Kms",Second Owner,Diesel,Automatic,AWD,1995 cc,187.7 bhp,,4.0,Yes,5 Seats,1690 kg,211 mm,,60 Litres,
40,Hyundai Grand i10,₹3.26 Lakh,2016,"1,92,000 Kms",First Owner,Petrol,Manual,FWD,1197 cc,82 bhp,25 kmpl,4.0,No,5 Seats,935 kg,165 mm,10 Litres,,
41,Hyundai Grand i10,₹3.25 Lakh,2016,"1,25,000 Kms",First Owner,Diesel,Manual,FWD,1120 cc,70 bhp,24 kmpl,3.0,No,5 Seats,1025 kg,165 mm,,43 Litres,
42,Hyundai Creta,₹6.80 Lakh,2016,"1,20,000 Kms",First Owner,,Manual,FWD,1396 cc,88.7 bhp,21.38 kmpl,4.0,No,5 Seats,1240 kg,190 mm,,55 Litres,
43,Hyundai Venue,₹9 Lakh,2024,"50,000 Kms",First Owner,Petrol,Manual,FWD,1197 cc,82 bhp,20.36 kmpl,4.0,No,5 Seats,,,45 Litres,,
44,Renault Duster,₹4.25 Lakh,2015,"1,72,500 Kms",First Owner,,Manual,AWD,1461 cc,108.45 bhp,19.72 kmpl,4.0,Yes,5 Seats,1210 kg,210 mm,,50 Litres,
45,Hyundai Grand i10,₹4.32 Lakh,Dec 2018,"33,993 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1120 kg,165 mm,43 Litres,,
46,Maruti Suzuki Ciaz,₹4.55 Lakh,Feb 2018,"52,479 Kms",First Owner,Petrol,Manual,FWD,1462 cc,103.25 bhp,21.56 kmpl,4.0,No,5 Seats,1045 kg,170 mm,43 Litres,,
47,Honda Brio,₹3.16 Lakh,Mar 2016,"53,361 Kms",Second Owner,Petrol,Manual,FWD,1198 cc,86.8 bhp,19.4 kmpl,4.0,No,5 Seats,925 kg,165 mm,35 Litres,,
48,Kia Seltos,₹7.25 Lakh,2021,"1,20,000 Kms",First Owner,Petrol,Manual,FWD,1497 cc,113.43 bhp,16.8 kmpl,4.0,No,5 Seats,1335 kg,,50 Litres,,
49,Maruti Suzuki Ignis,₹3.27 Lakh,May 2017,"63,115 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.80 bhp,20.89 kmpl,4.0,No,5 Seats,835 kg,180 mm,32 Litres,,
50,Volkswagen Ameo,₹4.15 Lakh,May 2019,"76,319 Kms",First Owner,Petrol,Manual,FWD,999 cc,75 bhp,19.44 kmpl,3.0,No,5 Seats,1050 kg,165 mm,45 Litres,,
51,Maruti Suzuki Baleno,₹4.16 Lakh,Jun 2021,"53,551 Kms",Second Owner,Petrol,Manual,FWD,1197 cc,81.80 bhp,21.01 kmpl,4.0,No,5 Seats,865-890 kg,170 mm,37 Litres,,
52,Hyundai Creta,₹9 Lakh,2019,"71,000 Kms",First Owner,,Manual,FWD,1591 cc,121.3 bhp,13 kmpl,4.0,No,5 Seats,1280 kg,190 mm,55 Litres,,
53,Hyundai Grand i10,₹4.25 Lakh,May 2018,"55,000 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1140 kg,165 mm,43 Litres,,
54,Skoda Slavia,₹10.30 Lakh,Apr 2023,"50,227 Kms",First Owner,Petrol,Manual,FWD,1498 cc,147.52 bhp,18.72 kmpl,4.0,Yes,5 Seats,1258 kg,179 mm,45 Litres,,
55,Hyundai i20,₹4.53 Lakh,Jun 2015,"41,554 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.83 bhp,18.6 kmpl,4.0,No,5 Seats,1066 kg,170 mm,45 Litres,,
56,Maruti Suzuki Vitara Brezza,₹6 Lakh,2017,"42,000 Kms",First Owner,,Manual,FWD,1248 cc,88.5 bhp,24.3 kmpl,4.0,Yes,5 Seats,1185 kg,198 mm,,48 Litres,
57,Honda Amaze,₹3.24 Lakh,Jul 2017,"1,01,563 Kms",First Owner,Petrol,Manual,FWD,1199 cc,88.76 bhp,19.5 kmpl,4.0,No,5 Seats,917 kg,170 mm,35 Litres,,
58,Maruti Suzuki Baleno,₹3.73 Lakh,Jul 2016,"60,958 Kms",First Owner,Petrol,Manual,FWD,1197 cc,83.1 bhp,21.4 kmpl,4.0,No,5 Seats,870 kg,170 mm,37 Litres,,
59,Maruti Suzuki S-Presso,₹3.07 Lakh,May 2021,"45,113 Kms",First Owner,Petrol,Manual,FWD,998 cc,65.71 bhp,21.7 kmpl,3.0,,5 Seats,736-775 kg,,27 Litres,,
60,Honda Amaze,₹4.60 Lakh,2019,"80,000 Kms",First Owner,Petrol,Manual,FWD,1199 cc,88.76 bhp,19.5 kmpl,4.0,No,5 Seats,924 kg,170 mm,35 Litres,,
61,Hyundai i20,₹4.28 Lakh,Jan 2019,"1,32,167 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.83 bhp,18.6 kmpl,4.0,No,5 Seats,1066 kg,170 mm,45 Litres,,
62,Hyundai Grand i10,₹3.37 Lakh,Nov 2015,"49,815 Kms",First Owner,Petrol,Manual,FWD,1197 cc,82 bhp,18.9 kmpl,4.0,No,5 Seats,935 kg,165 mm,43 Litres,,
63,Maruti Suzuki Baleno,₹7.14 Lakh,Jun 2024,"20,406 Kms",First Owner,Petrol,Manual,FWD,1197 cc,88.50 bhp,22.35 kmpl,4.0,No,5 Seats,925-955 kg,,37 Litres,,
64,Maruti Suzuki S-Presso,₹3.25 Lakh,2021,"52,000 Kms",First Owner,Petrol,Manual,FWD,998 cc,65.71 bhp,21.7 kmpl,3.0,,5 Seats,736-775 kg,,27 Litres,,
65,Maruti Suzuki Ciaz,₹6.98 Lakh,Dec 2022,"52,433 Kms",First Owner,Petrol,Manual,FWD,1373 cc,91.1 bhp,20.73 kmpl,4.0,No,5 Seats,1030 kg,170 mm,43 Litres,,
66,Hyundai Grand i10,₹3.63 Lakh,Apr 2018,"68,907 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1120 kg,165 mm,43 Litres,,
67,Hyundai Grand i10,₹3.08 Lakh,Oct 2013,"57,187 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1120 kg,165 mm,43 Litres,,
68,Tata Safari,₹2.25 Lakh,2010,"67,000 Kms",First Owner,,Manual,RWD,2179 cc,138.03 bhp,13.93 kmpl,4.0,Yes,7 Seats,1850 kg,205 mm,,65 Litres,
69,Hyundai Grand i10,₹3.20 Lakh,Jul 2017,"1,27,820 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1120 kg,165 mm,43 Litres,,
70,Hyundai Grand i10,₹3.15 Lakh,Oct 2015,"42,844 Kms",Second Owner,Petrol,Manual,FWD,1197 cc,82 bhp,18.9 kmpl,4.0,No,5 Seats,935 kg,165 mm,43 Litres,,
71,Hyundai Grand i10,₹4.28 Lakh,Jun 2018,"53,103 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1120 kg,165 mm,43 Litres,,
72,Maruti Suzuki Ciaz,₹4.50 Lakh,2015,"1,20,000 Kms",First Owner,Diesel,Manual,FWD,1248 cc,88.5 bhp,28.09 kmpl,4.0,Yes,5 Seats,1115 kg,170 mm,,43 Litres,
73,Hyundai Grand i10,₹3.16 Lakh,Apr 2017,"68,807 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1100 kg,165 mm,43 Litres,,
74,Maruti Suzuki Celerio,₹3.25 Lakh,Mar 2019,"74,344 Kms",Second Owner,Petrol,Manual,FWD,998 cc,67.77 bhp,25.24 kmpl,3.0,,5 Seats,810 kg,,32 Litres,,
75,Maruti Suzuki Ignis,₹3.49 Lakh,Mar 2017,"36,733 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.80 bhp,20.89 kmpl,4.0,No,5 Seats,825 kg,180 mm,32 Litres,,
76,Hyundai i10,₹2.75 Lakh,2015,"1,31,000 Kms",First Owner,Petrol,Manual,FWD,1086 cc,68.05 bhp,19.81 kmpl,4.0,No,5 Seats,860 kg,165 mm,35 Litres,,
77,Maruti Suzuki Baleno,₹3.57 Lakh,Nov 2017,"1,19,690 Kms",First Owner,Petrol,Manual,FWD,1197 cc,83.1 bhp,21.4 kmpl,4.0,No,5 Seats,870 kg,170 mm,37 Litres,,
78,Hyundai Grand i10,₹3.39 Lakh,Feb 2014,"92,556 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1060 kg,165 mm,43 Litres,,
79,Maruti Suzuki Alto K10,₹3.63 Lakh,Jan 2024,"58,468 Kms",First Owner,Petrol,Manual,FWD,998 cc,65.71 bhp,24.39 kmpl,3.0,,5 Seats,,,27 Litres,,
80,Tata Tigor,₹5.83 Lakh,Aug 2022,"27,425 Kms",First Owner,Petrol,Manual,FWD,1199 cc,83.81 bhp,20.3 kmpl,3.0,No,5 Seats,1035-1062 kg,170 mm,35 Litres,,
81,Hyundai Grand i10,₹4.40 Lakh,May 2019,"28,605 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1100 kg,165 mm,43 Litres,,
82,Maruti Suzuki Baleno,₹4.35 Lakh,Oct 2020,"53,838 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.80 bhp,21.01 kmpl,4.0,No,5 Seats,865-890 kg,170 mm,37 Litres,,
83,Hyundai Grand i10,₹3.75 Lakh,Oct 2015,"67,778 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1120 kg,165 mm,43 Litres,,
84,Maruti Suzuki Baleno,₹4.09 Lakh,Jul 2018,"1,42,651 Kms",Third Owner,Petrol,Manual,FWD,1197 cc,83.1 bhp,21.4 kmpl,4.0,No,5 Seats,880 kg,170 mm,37 Litres,,
85,Hyundai Santro,₹3.73 Lakh,Oct 2021,"58,613 Kms",First Owner,Petrol,Manual,FWD,1086 cc,68.05 bhp,20.3 kmpl,4.0,No,5 Seats,1050 kg,,35 Litres,,
86,Ford Aspire,₹4.22 Lakh,Sept 2018,"63,378 Kms",First Owner,Petrol,Manual,FWD,1196 cc,86.8 bhp,18.16 kmpl,4.0,Yes,5 Seats,995-1015 kg,174 mm,42 Litres,,
87,Renault KWID,₹3.63 Lakh,Feb 2022,"58,786 Kms",First Owner,Petrol,Manual,FWD,999 cc,67 bhp,21.74 kmpl,3.0,No,5 Seats,730 kg,184 mm,28 Litres,,
88,Hyundai Grand i10,₹4.46 Lakh,Jun 2019,"67,260 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1120 kg,165 mm,43 Litres,,
89,Hyundai Grand i10,₹3.01 Lakh,Dec 2016,"81,578 Kms",First Owner,Petrol,Manual,FWD,1197 cc,82 bhp,18.9 kmpl,4.0,No,5 Seats,935 kg,165 mm,43 Litres,,
90,Hyundai Grand i10,₹3.58 Lakh,Dec 2014,"62,477 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1120 kg,165 mm,43 Litres,,
91,Hyundai Grand i10,₹3.87 Lakh,Jan 2017,"49,850 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1120 kg,165 mm,43 Litres,,
92,Hyundai Grand i10,₹4.36 Lakh,Apr 2019,"96,067 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1120 kg,165 mm,43 Litres,,
93,Hyundai Grand i10,₹3.45 Lakh,Jan 2019,"66,773 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1120 kg,165 mm,43 Litres,,
94,Hyundai Grand i10,₹4.18 Lakh,Nov 2015,"20,478 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1120 kg,165 mm,43 Litres,,
95,Maruti Suzuki Baleno,₹3.52 Lakh,Feb 2017,"1,08,007 Kms",First Owner,Petrol,Manual,FWD,1197 cc,83.1 bhp,21.4 kmpl,4.0,No,5 Seats,880 kg,170 mm,37 Litres,,
96,Hyundai Grand i10,₹3.10 Lakh,Dec 2015,"60,052 Kms",First Owner,Petrol,Manual,FWD,1197 cc,82 bhp,18.9 kmpl,4.0,No,5 Seats,935 kg,165 mm,43 Litres,,
97,Volkswagen Vento,₹5.14 Lakh,Sept 2016,"1,24,925 Kms",First Owner,Petrol,Automatic,FWD,1197 cc,103.2 bhp,18.19 kmpl,4.0,Yes,5 Seats,1179 kg,163 mm,55 Litres,,
98,Maruti Suzuki Dzire,₹5.38 Lakh,Apr 2019,"72,954 Kms",First Owner,Petrol,Manual,FWD,1197 cc,80 bhp,24.79 kmpl,3.0,,5 Seats,920-960 kg,163 mm,37 Litres,,
99,Maruti Suzuki Baleno,₹4.53 Lakh,Nov 2018,"65,295 Kms",First Owner,Petrol,Manual,FWD,1197 cc,83.1 bhp,21.4 kmpl,4.0,No,5 Seats,890 kg,170 mm,37 Litres,,
100,Hyundai Grand i10,₹3.49 Lakh,Jan 2015,"87,601 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1060 kg,165 mm,43 Litres,,
101,Hyundai Grand i10,₹4.44 Lakh,Oct 2019,"48,946 Kms",Second Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1120 kg,165 mm,43 Litres,,
102,Hyundai Grand i10 Nios,₹4.39 Lakh,Dec 2022,"63,926 Kms",Second Owner,Petrol,Manual,,1197 cc,81.86 bhp,20.7 kmpl,4.0,No,5 Seats,1160 kg,,37 Litres,,
103,Ford Figo,₹3.10 Lakh,Jun 2016,"55,769 Kms",First Owner,Petrol,Manual,FWD,1194 cc,94.93 bhp,18.5 kmpl,3.0,No,5 Seats,1016-1033 kg,174 mm,42 Litres,,
104,Hyundai Grand i10 Nios,₹4.75 Lakh,Apr 2022,"48,489 Kms",First Owner,Petrol,Manual,,1197 cc,81.86 bhp,20.7 kmpl,4.0,No,5 Seats,1160 kg,,37 Litres,,
105,Hyundai Grand i10,₹4.45 Lakh,Jan 2019,"56,000 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1100 kg,165 mm,43 Litres,,
106,Hyundai Grand i10,₹4.25 Lakh,Dec 2017,"68,900 Kms",First Owner,Petrol,Manual,FWD,1197 cc,82 bhp,18.9 kmpl,4.0,No,5 Seats,935 kg,165 mm,43 Litres,,
107,Hyundai Grand i10,₹4.15 Lakh,Sept 2017,"37,000 Kms",First Owner,Petrol,Manual,FWD,1197 cc,82 bhp,18.9 kmpl,4.0,No,5 Seats,935 kg,165 mm,43 Litres,,
108,Tata Tiago,₹3.90 Lakh,Sept 2018,"31,000 Kms",First Owner,Petrol,Manual,FWD,1199 cc,84 bhp,23.84 kmpl,3.0,No,5 Seats,940 kg,165 mm,35 Litres,,
109,Honda Amaze,₹4.15 Lakh,Nov 2016,"40,000 Kms",First Owner,Petrol,Manual,FWD,1198 cc,86.7 bhp,17.8 kmpl,4.0,No,5 Seats,965 kg,165 mm,35 Litres,,
110,Honda Amaze,₹3.60 Lakh,Mar 2018,"1,43,929 Kms",First Owner,Petrol,Manual,FWD,1198 cc,86.7 bhp,17.8 kmpl,4.0,No,5 Seats,955 kg,165 mm,35 Litres,,
111,Honda City,₹7.90 Lakh,May 2019,"70,000 Kms",First Owner,Petrol,Manual,FWD,1497 cc,117.6 bhp,17.4 kmpl,4.0,No,5 Seats,1088 kg,165 mm,40 Litres,,
112,Hyundai Grand i10,₹5.27 Lakh,Mar 2022,"23,102 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1100 kg,165 mm,43 Litres,,
113,Hyundai i20,₹4.61 Lakh,Mar 2018,"58,860 Kms",Second Owner,Petrol,Manual,FWD,1197 cc,81.83 bhp,18.6 kmpl,4.0,No,5 Seats,1066 kg,170 mm,45 Litres,,
114,Hyundai Grand i10,₹3.30 Lakh,May 2017,"59,818 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1100 kg,165 mm,43 Litres,,
115,Maruti Suzuki Swift Dzire,₹4.67 Lakh,May 2019,"71,902 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.80 bhp,21.21 kmpl,4.0,No,5 Seats,860-895 kg,163 mm,37 Litres,,
116,Hyundai Santro,₹4.25 Lakh,Dec 2019,"54,000 Kms",First Owner,CNG,Manual,FWD,1086 cc,58 bhp,30.48 km/kg,4.0,No,5 Seats,1070 kg,,,,60 Litres
117,Honda City,₹4 Lakh,Oct 2016,"56,692 Kms",First Owner,Petrol,Manual,FWD,1497 cc,117.3 bhp,17.4 kmpl,4.0,No,5 Seats,1042 kg,165 mm,40 Litres,,
118,Tata Tiago,₹3.25 Lakh,Aug 2017,"25,000 Kms",First Owner,Petrol,Manual,FWD,1199 cc,84 bhp,23.84 kmpl,3.0,No,5 Seats,1012 kg,170 mm,35 Litres,,
119,VXI 1.2,₹4.13 Lakh,Feb 2018,"87,734 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.80 bhp,21.21 kmpl,4.0,No,5 Seats,860-895 kg,163 mm,37 Litres,,
120,Tata Tiago,₹3.54 Lakh,Aug 2020,"60,980 Kms",First Owner,Petrol,Manual,,1199 cc,84.82 bhp,19.01 kmpl,3.0,,5 Seats,982 kg,170 mm,35 Litres,,
121,Hyundai Grand i10 Nios,₹6.36 Lakh,May 2023,"25,589 Kms",First Owner,Petrol,Manual,FWD,1197 cc,82 bhp,18 kmpl,4.0,,5 Seats,,,37 Litres,,
122,Skoda Slavia,₹8.26 Lakh,Nov 2023,"40,443 Kms",First Owner,Petrol,Manual,FWD,999 cc,113.98 bhp,20.32 kmpl,3.0,Yes,5 Seats,1160-1216 kg,145 mm,45 Litres,,
123,Hyundai Grand i10,₹3.44 Lakh,Dec 2015,"1,25,015 Kms",First Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1120 kg,165 mm,43 Litres,,
124,Maruti Suzuki Ciaz,₹3.73 Lakh,Aug 2016,"1,19,955 Kms",First Owner,Petrol,Manual,FWD,1373 cc,91.1 bhp,20.73 kmpl,4.0,No,5 Seats,1010 kg,170 mm,43 Litres,,
125,Skoda Rapid,₹4.09 Lakh,Jun 2021,"92,570 Kms",First Owner,Petrol,Manual,FWD,999 cc,108.62 bhp,18.97 kmpl,3.0,Yes,5 Seats,1112-1138 kg,,55 Litres,,
126,Hyundai Grand i10,₹4.41 Lakh,Jul 2019,"35,123 Kms",Second Owner,Petrol,Manual,FWD,1197 cc,81.86 bhp,18.9 kmpl,4.0,No,5 Seats,1120 kg,165 mm,43 Litres,,
